,0
0,1403156.0414004792
1,1402052.1003396334
2,1401925.3500556506
3,1401925.3500556506
4,1401925.3500556506
5,1401925.3500556506
6,1401925.3500556506
7,1402384.580000887
8,1401274.7874678012
9,1409828.036810466
10,1408171.4161943167
11,1407728.0203693141
12,1407728.0203693141
13,1407728.0203693141
14,1407728.0203693141
15,1407728.0203693141
16,1407728.0203693141
17,1407728.0203693141
18,1407728.0203693141
19,1407728.0203693141
20,1407728.0203693141
21,1407728.0203693141
22,1407728.0203693141
23,1407728.0203693141
24,1407728.0203693141
25,1407728.0203693141
26,1407728.0203693141
27,1407728.0203693141
28,1407728.0203693141
29,1407728.0203693141
30,1407728.0203693141
31,1407728.0203693141
32,1407728.0203693141
33,1407728.0203693141
34,1407728.0203693141
35,1407728.0203693141
36,1407728.0203693141
37,1407728.0203693141
38,1407728.0203693141
39,1407728.0203693141
40,1407728.0203693141
41,1407728.0203693141
42,1407728.0203693141
43,1407728.0203693141
44,1407728.0203693141
45,1407728.0203693141
46,1407728.0203693141
47,1407728.0203693141
48,1407728.0203693141
49,1407728.0203693141
50,1407728.0203693141
51,1407728.0203693141
52,1407728.0203693141
53,1407728.0203693141
54,1407728.0203693141
55,1407728.0203693141
56,1407728.0203693141
57,1414577.7017617854
58,1414429.485675354
59,1414429.485675354
60,1414429.485675354
61,1414429.485675354
62,1414429.485675354
