,0
0,1254776.5710941073
1,1258377.192667397
2,1265948.732777419
3,1265551.5282307689
4,1267114.773141956
5,1272599.8390958975
6,1274823.1118181383
7,1275134.748838147
8,1274270.1106940163
9,1272738.344485276
10,1269758.232513583
11,1281675.9879799334
12,1279319.723035951
13,1291372.340200221
14,1288059.5562346464
15,1301203.5230639696
16,1287769.1628805273
17,1291624.0388279355
18,1291411.7992335022
19,1292584.5313921878
20,1292267.4018208175
21,1293322.8600482265
22,1296882.4826914114
23,1300258.5465835922
24,1303358.99026608
25,1308134.9070889468
26,1308862.7641325146
27,1299012.5083028844
28,1294810.9102792605
29,1297802.47918875
30,1297831.3143754292
31,1289633.9509037295
32,1302945.4008619972
33,1297366.5844014115
34,1305252.695749449
35,1317460.93355143
36,1313974.875614943
37,1317037.9806296302
38,1316265.5905600577
39,1325875.2924191991
40,1324791.5742056963
41,1348336.451013413
42,1337230.2606261566
43,1345127.8366804346
44,1338725.2098985896
45,1342514.8478674775
46,1351971.359464354
47,1360954.4912714274
48,1361911.731410494
49,1373971.368104151
50,1380205.724901994
51,1379457.6315550967
52,1382839.1520830626
53,1392098.329392529
54,1391141.8576034815
55,1391806.7271643495
56,1390540.8457599478
57,1392286.486815609
58,1390431.4482928896
59,1393400.3734508753
60,1396655.9048696577
61,1389646.9300841768
62,1399185.9635947994
