,0
0,357.07415625755675
1,1707.6501741181128
2,174.76841468783095
3,1557.605241009267
4,-235.98456492717378
5,-1834.9910541791469
6,1686.6852437083144
7,2895.970145248808
8,8211.652993907453
9,11005.319682886126
10,-12544.017865601229
11,3357.0635975825135
12,-1324.1605866691098
13,6234.19839604781
14,-12878.081286925357
15,3537.0152551196516
16,26880.477617387427
17,4203.098860523896
18,9776.986064410536
19,8328.95362833445
20,10448.342038681963
21,-3508.5471176260617
22,-12276.199841954978
23,3052.0375831916463
24,-3703.203339722473
25,22205.55914469459
26,6723.144073523348
27,-4978.93826137064
28,29304.21101228916
29,232.8722975186538
30,10522.340118716005
31,-7580.679063142743
32,12771.561155433767
33,5243.902129355818
34,-7378.860892806668
35,3936.0147260879166
36,-2679.1460346025415
37,6384.804300063057
38,-5115.624246673891
39,-1575.711238491349
40,-11560.01095795678
41,-11522.094726198353
42,-5332.354246742325
43,11678.575530957896
44,-10313.467803623062
45,9868.115043030586
46,-1785.153803324094
47,3775.5981858256273
48,3292.7238044219557
49,-2138.5546035498846
50,-6467.214054325828
51,12021.94405143219
52,-25362.84885387891
53,7168.799508093623
54,9391.949485907564
55,-2821.9514709322248
56,2520.9007134598214
57,15739.92833670089
58,32108.922789792297
59,-10023.494470589329
60,-1557.7629509447142
61,0.0
