,0
0,6725.244109428022
1,-164.1118685696274
2,22867.964719505748
3,6355.410155163379
4,10028.53167454293
5,-2943.859163718298
6,8508.665309307165
7,3446.3632422203664
8,-155.47500950982794
9,1147.614226151025
10,283.96443571243435
11,-4817.526020420948
12,-1323.3432001327164
13,-6832.105159752071
14,14762.858650348615
15,10386.812619487755
16,-1148.6365362266079
17,-359.94776100083254
18,-3755.7402660553344
19,-8611.472914256155
20,5321.157072842354
21,-3519.146907347953
22,10542.115734540159
23,3281.5594936148264
24,-1389.1431026137434
25,-2472.1695921858773
26,8980.845239502378
27,-2769.7782976981252
28,7314.1516414203215
29,-3733.538575126091
30,1073.2966126259416
31,-5150.682289307704
32,945.7669030241668
33,-3224.1719399776775
34,2955.2315348333213
35,-5884.027402260108
36,-1797.5225633478258
37,-4179.023066693218
38,5945.702466784511
39,-5260.973717474379
40,-5436.290799270617
41,-1718.3653850657865
42,4330.1631710161455
43,-461.26959458692
44,4041.250924555585
45,-1489.1777249001898
46,-29407.51098419074
47,13388.72640925902
48,-20026.044349744916
49,66.8584651327692
50,8797.891621426214
51,-7970.601435173303
52,2028.4115796948317
53,624.795777568128
54,13595.696036920184
55,4580.255635327194
56,-10082.048182452098
57,-9085.06415822776
58,5318.145676090848
59,16596.117532638134
60,-5876.547285889508
61,11036.413752075285
