account_value,datadate,daily_return,Date
1272526.8129823268,20170601,0.0017754428787890575,2017-06-01
1275487.8445640637,20170602,0.0023268913091090138,2017-06-02
1274426.1409516605,20170605,-0.0008323902238097647,2017-06-05
1273162.5582569866,20170606,-0.0009914915067030794,2017-06-06
1275348.7874049088,20170607,0.00171716418594281,2017-06-07
1275280.7500020142,20170608,-5.334807510426476e-05,2017-06-08
1274399.975024234,20170609,-0.0006906518253166904,2017-06-09
1267629.6486215114,20170612,-0.005312560056032534,2017-06-12
1276998.009517544,20170613,0.007390455805621254,2017-06-13
1276682.7911621127,20170614,-0.00024684326293533676,2017-06-14
1275325.1620725677,20170615,-0.0010634036104686384,2017-06-15
1276766.0228313436,20170616,0.0011297987380993746,2017-06-16
1287471.3420468038,20170619,0.008384714993997289,2017-06-19
1283425.0761661006,20170620,-0.003142800735487117,2017-06-20
1278047.9835312865,20170621,-0.004189642803985705,2017-06-21
1278029.3207761042,20170622,-1.4602546557496154e-05,2017-06-22
1278581.8703745448,20170623,0.00043234500919342445,2017-06-23
1276726.6881522995,20170626,-0.0014509686592864002,2017-06-26
1269580.1921512515,20170627,-0.0055975143837484476,2017-06-27
1274986.3367870664,20170628,0.004258214383964454,2017-06-28
1263437.5534998542,20170629,-0.009057966312262522,2017-06-29
1270459.2597304615,20170630,0.005557620328093371,2017-06-30
1275705.1858664334,20170703,0.004129157307322773,2017-07-03
1275705.1858664334,20170705,0.0,2017-07-05
1268211.267620953,20170706,-0.005874333920176555,2017-07-06
1277754.1724549378,20170707,0.007524696458411473,2017-07-07
1278901.1162059454,20170710,0.0008976247354401945,2017-07-10
1278256.7937792356,20170711,-0.0005038094177455266,2017-07-11
1288911.984595072,20170712,0.008335720074159614,2017-07-12
1287305.701296883,20170713,-0.0012462319517446696,2017-07-13
1293231.3324151894,20170714,0.004603126601813834,2017-07-14
1294287.7106789728,20170717,0.000816851739750657,2017-07-17
1290908.1692691206,20170718,-0.002611120682030843,2017-07-18
1293013.6215268774,20170719,0.0016309853077689507,2017-07-19
1288966.5902738015,20170720,-0.0031299215922389045,2017-07-20
1287284.6357466113,20170721,-0.0013048860535888052,2017-07-21
1280599.8503180298,20170724,-0.005192934991183562,2017-07-24
1288967.4013053498,20170725,0.0065340871195962436,2017-07-25
1296744.7741557178,20170726,0.006033801042983455,2017-07-26
