,0
0,1118042.4457300007
1,1105430.919528654
2,1114388.060803972
3,1115131.483507005
4,1108400.4123505978
5,1107803.4664852887
6,1097867.7881071076
7,1098445.3878982319
8,1094262.786796294
9,1097998.924864243
10,1093776.5440616799
11,1096756.886255715
12,1101540.0926115476
13,1096386.7442878068
14,1094440.1935108765
15,1097593.6086338088
16,1080436.9716634008
17,1080597.9952541257
18,1072959.2907014887
19,1083203.8524217797
20,1079603.8542647248
21,1072511.284360472
22,1068898.1061678275
23,1070538.8084476162
24,1072803.4945547236
25,1095068.7776545745
26,1102034.8750808702
27,1132180.391511173
28,1156417.781787058
29,1156277.46339923
30,1157891.1617538002
31,1162062.356320701
32,1152599.8750380594
33,1156467.9742464214
34,1155707.7294764905
35,1158095.499926629
36,1165338.7621407714
37,1175980.6395823145
38,1177510.4904150595
39,1170073.1763639767
40,1167025.6782192069
41,1175581.0370823867
42,1184208.4936143772
43,1179499.491925513
44,1177523.0985675969
45,1181504.2230271406
46,1202740.4640180182
47,1203778.7978976436
48,1211003.8619918742
49,1211017.9528832007
50,1216823.8040241455
51,1202748.8358376594
52,1209333.2110613175
53,1205540.252162976
54,1208098.2125463795
55,1217568.255248344
56,1215255.4184713503
57,1217748.4643216713
58,1218009.6062972315
59,1220152.8017193107
60,1211223.9932142145
61,1211000.6301022465
62,1208238.3447194868
