,0
0,1000000.0
1,999577.2855097572
2,1000605.4856129773
3,994869.1432826067
4,992813.2785963279
5,987323.7489355421
6,980074.5927056188
7,977882.4134378452
8,963359.3075565947
9,964386.5757771705
10,968706.5998610284
11,929936.6906338481
12,965972.2608744794
13,956901.8289395145
14,956736.3218171643
15,957034.1719719744
16,965725.8477232225
17,1001951.4478405593
18,967352.6982873247
19,947286.6522251377
20,945577.2872977857
21,960437.1807257021
22,954935.217056909
23,976649.0986971417
24,1002817.8919338633
25,1002022.6618664812
26,957149.7108811326
27,966823.0845287084
28,965731.2984107402
29,957266.6620435552
30,911850.6040472861
31,914497.3177685491
32,907721.8223267558
33,898500.3192056819
34,862684.2509433739
35,907600.5259798963
36,890402.5077826976
37,889483.6760107847
38,889455.5401145557
39,855892.4687211233
40,845311.8679157584
41,869200.0265148324
42,838321.4688824676
43,829384.5132717215
44,811656.1762968734
45,866385.7032461483
46,874912.7668049944
47,904317.0295619922
48,909149.4814377892
49,902158.3141811341
50,932022.4763060173
51,952704.3773181034
52,936332.6897803479
53,918150.702812328
54,990478.760062005
55,977954.3949785369
56,987102.7273903608
57,1005639.8699399837
58,980723.8835132458
59,947068.3498629259
60,966761.8332826139
61,988200.9865844946
62,1028883.3068919677
63,1049104.6752895128
64,1038133.7855577276
65,1012591.6290551722
66,1016692.4483259118
67,1053420.9096029901
68,1058330.984722805
69,1018197.7142534578
70,1036761.6570315893
71,1050809.2313189625
72,1053421.0123534875
73,1017407.7211775014
74,1045303.3848797133
75,1041166.7796901078
76,1047588.9786905707
77,1054033.3204106945
78,1045479.2664924082
79,1050958.5498341664
80,1080341.7331781716
81,1093755.7406911424
82,1096024.561773324
83,1128642.3704123714
84,1127779.6526952316
85,1138234.5129388026
86,1119032.3532016403
87,1145577.7238686061
88,1130141.5796016806
89,1129125.9700354522
90,1094994.390211027
91,1106015.9589952524
92,1100614.348367233
93,1144819.5941637529
94,1139917.3150948086
95,1125676.5065563985
96,1111826.3626778482
97,1110128.9044671494
98,1139929.948691204
99,1121166.0272458603
100,1137872.4728019892
101,1149246.4411030533
102,1171208.0454209829
103,1174267.088313216
104,1164532.4891891172
105,1182773.1419413856
106,1182977.2544153868
107,1180645.5550994084
108,1186412.7137274174
109,1177375.936577474
110,1176166.1079236122
111,1176132.216118486
112,1153423.3269140713
113,1142917.795074901
114,1134773.2903833291
115,1140938.3989921825
116,1136708.1627554537
117,1106691.5672875126
118,1113811.8504201055
119,1114781.1722654672
120,1133851.6538849475
121,1134847.4591017151
122,1145828.4577912658
123,1132333.3860987886
124,1136061.649649166
125,1103798.970310727
126,1113101.1494866996
127,1089848.9433731819
128,1083456.0561842457
129,1094665.2705003286
130,1086755.6716683882
131,1118773.2836784993
132,1123758.5626481466
133,1165376.2005928955
134,1180053.4772058164
135,1192040.2178631308
136,1214730.3171062574
137,1220035.9898880408
138,1218402.621623794
139,1246831.682786274
140,1247659.5682101944
141,1246311.9874530917
142,1240688.3214900768
143,1239825.285819134
144,1261263.1879692904
145,1260412.2069054132
146,1279196.2761333575
147,1285516.5076796568
148,1282620.3504676996
149,1275082.5474638527
150,1279406.424534656
151,1266851.6874974365
152,1257408.4958132536
153,1279844.2122439197
154,1284475.4889885886
155,1271154.3360224774
156,1237582.056448319
157,1251481.6215456314
158,1256609.7103948141
159,1268563.1930077393
160,1288379.8775476532
161,1285593.8252424893
162,1287409.5801959182
163,1292452.1651895696
164,1288903.2558906237
165,1288035.7917510886
166,1281006.1697590458
167,1253957.102068242
168,1245495.7234134402
169,1257949.5904807611
170,1274323.1866873906
171,1290748.4034577424
172,1304769.7657901382
173,1328912.3826713348
174,1327283.1436054206
175,1338482.1315971252
176,1343506.9187089768
177,1361846.4027797421
178,1367909.529237197
179,1377305.917761397
180,1369420.894504727
181,1383631.8159984187
182,1369962.7094435033
183,1363948.2538372818
184,1349198.015266207
185,1364637.7039223898
186,1360716.6476089568
187,1364878.8669385097
188,1332405.8209695758
189,1327469.3408673631
190,1354435.6648738626
191,1367795.3192455627
192,1376964.0314120352
193,1383477.3207723633
194,1397264.470000198
195,1397974.807560473
196,1395197.2777734632
197,1422320.0051045048
198,1419191.6944207966
199,1396768.7957569205
200,1414891.3429099487
201,1410085.9823328827
202,1384826.6998795548
203,1405130.8769893418
204,1381965.704248203
205,1370522.5455820016
206,1368739.418476768
207,1345750.3114553473
208,1379573.6447659123
209,1334293.7887049692
210,1342686.272153416
211,1346153.5955844747
212,1345829.8006980296
213,1379384.9419822604
214,1375677.7388925662
215,1408376.2758893052
216,1409669.1282475523
217,1424260.3397255472
218,1421478.0763655682
219,1427544.4025362732
220,1442556.5955129925
221,1446014.0371398267
222,1439440.238074799
223,1420124.7921796038
224,1410733.2794771357
225,1425675.0461764433
226,1422869.2331366243
227,1425011.1226360558
228,1399431.5600585511
229,1411996.0411344932
230,1424088.4810536029
231,1422751.2010125308
232,1408693.3310075246
233,1417534.6857339924
234,1416146.0758450362
235,1401725.6229050371
236,1409131.2393917996
237,1415542.0169221736
238,1420597.35130679
