,0
0,-5075.733687139
1,4151.261495836778
2,-4101.651193087455
3,-2590.610921206535
4,10470.11854735238
5,-11532.247391829616
6,-2226.2243438964942
7,-5225.770367164165
8,2158.433991230908
9,-1231.4707094769692
10,10640.971491372562
11,2685.244001371786
12,-1912.488591923844
13,318.2609807830304
14,5271.077951563755
15,-5809.685465300456
16,-4916.47775931959
17,-4384.1511636254145
18,-6465.380708450335
19,-4805.534092860878
20,-7021.405011411174
21,-2732.9864017849322
22,-3339.0561087576207
23,-2117.405184969073
24,17852.756664383458
25,3742.7665045037866
26,13918.990291457274
27,-713.2123416635441
28,-770.4433839200065
29,-9756.124788892805
30,9032.280137511436
31,4313.3629753761925
32,-2530.217329375446
33,-231.38209623016883
34,9144.277686267975
35,2900.377553283586
36,2445.927285714657
37,3417.6404347659554
38,-3586.0137623135233
39,-3400.030140624265
40,2477.977375886985
41,-2041.768518185825
42,-2536.937461966416
43,-3826.33244821697
44,5519.486654265667
45,15919.490441878443
46,3523.713360336027
47,9327.183252473245
48,-1597.6102113319794
49,10627.765824478003
50,-8078.201592986239
51,5760.624790306902
52,-2464.104852074757
53,4628.48348091566
54,5264.182729382999
55,-543.8199980210047
56,-2532.0217487462796
57,446.9272705875337
58,4076.8273059104104
59,-7487.849979457911
60,-381.50872315326706
61,-5930.884323953651
